title,Production_Budget,id,runtime,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,tagline_wordcount,synopsis_wordcount,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3,target
Super Capers,2000000,20177,98.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,53,3,20,Justin Whalin,Sam Lloyd,Ryan McPartlin,Danielle Harris,Ray Griggs,,,Ray Griggs,Ray Griggs,,superhero,,,0
The Missing Person,2000000,35219,95.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,The 7th Floor,Apropos Films,Strand Releasing,17,65,1,16,Michael Shannon,Amy Ryan,Frank Wood,Linda Emond,John Ventimiglia,Lois J. Drabkin,,Noah Buschel,Allen Bain,,detective,independent film,train,0
London,2000000,7515,92.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,National Film and Television School (NFTS),Destination Films,Silver Nitrate Films,7,27,2,10,Chris Evans,Jessica Biel,Joy Bryant,Jason Statham,Kelli Garner,Stephen Vincent,,Hunter Richards,Bonnie Timmermann,,new york,celebration,,0
Eden Lake,2000000,13510,91.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Rollercoaster Films,Aramid Entertainment Fund,,10,65,9,12,Kelly Reilly,Michael Fassbender,Jack O'Connell,Finn Atkins,Thomas Turgoose,Julie Harkin,David Julyan,James Watkins,Christian Colson,,beach,wife husband relationship,lake,1
Say Uncle,2000000,123879,91.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,32,7,10,Peter Paige,Kathy Najimy,Anthony Clark,Melanie Lynskey,Gabrielle Union,,,Peter Paige,Peter Paige,,,,,0
Lesbian Vampire Killers,2000000,18238,86.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AV Pictures,,,6,31,3,16,James Corden,Mathew Horne,Paul McGann,MyAnna Buring,Vera Filatova,Gail Stevens,Debbie Wiseman,Phil Claydon,Steve Clark-Hall,,female nudity,horror,dark comedy,1
Grave Encounters,2000000,50698,92.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Digital Interference Productions,Darclight,Twin Engine Films,9,32,9,9,Sean Rogerson,Juan Riedinger,Ashleigh Gryzko,Mackenzie Gray,Arthur Corber,Laura Toplass,,Stuart Ortiz,Shawn Angelski,,camcorder,reality,insane asylum,1
Bone Tomahawk,2000000,294963,132.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,The Fyzz Facility,Caliber Media Company,Realbuilder Productions,11,53,10,23,Kurt Russell,Patrick Wilson,Matthew Fox,Richard Jenkins,Lili Simmons,Matthew Maisto,S. Craig Zahler,S. Craig Zahler,Jack Heller,,poison,prisoner,murder,0
Freeze Frame,2000000,12612,99.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,50,5,1,Lee Evans,Sean McGinley,Ian McNeice,Colin Salmon,,,Debbie Wiseman,John Simpson,Michael Casey,John Simpson,loss of family,camcorder,alibi,0
Nine Dead,2000000,34335,98.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Louisiana Media Productions,Hartbreak Films,,6,45,3,9,Melissa Joan Hart,John Terry,Chip Bent,Lawrence Turner,Edrick Browne,Stacey Pianko,Danny Lux,Chris Shadley,Paula Hart,Patrick Wehe Mahoney,kidnapping,murder,suspense,0
No Man's Land: The Rise of Reeker,2000000,18616,88.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Institution, The",,,1,36,5,1,Stephen Martines,Valerie Cruz,Mircea Monroe,Desmond Askew,Michael Robert Brandon,Jamie Sparer Roberts,,Dave Payne,Dave Payne,Dave Payne,sheriff,robber,burned alive,0
Rockaway,2000000,20406,76.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockaway the Movie,Off Hollywood Pictures,Panamax Films,1,58,7,7,Nicholas Gonzalez,Mario Cimarro,Oleg Taktarov,Vitali Baganov,Ricardo Chavira,,,Jeff Crook,,,,,,0
Straight A's,2000000,153795,88.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nu Image,The Group Films,Millennium Films,1,33,1,16,Anna Paquin,Ryan Phillippe,Luke Wilson,Powers Boothe,Riley Thomas Stewart,,,James Cox,René Besson,David Cole,brother brother relationship,drug addiction,sister-in-law,0
Small Apartments,2000000,95755,96.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812 Productions,Morocco Junction Pictures,Deviant Films,1,49,3,10,Matt Lucas,Juno Temple,James Caan,Dolph Lundgren,Billy Crystal,Bonnie Timmermann,,Jonas Åkerlund,David Hillary,,,,,0
Coffee Town,2000000,198062,87.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,11,7,9,Glenn Howerton,Steve Little,Ben Schwartz,Adrianne Palicki,Josh Groban,,The Wellspring,Brad Copeland,,,coffee shop,slacker,thirty something,0
Slacker Uprising,2000000,13516,102.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,21,9,27,Michael Moore,Eddie Vedder,Robert Ellis Orrall,Steve Earle,Celeste Zappala,,,Michael Moore,Monica Hampton,,presidential elections,,,0
The Walking Deceased,2000000,312793,90.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Splendid Film,,,1,132,3,20,Tim Ogletree,Troy Ogletree,Dave Sheridan,Joey Oglesby,Sophia Taylor Ali,,,Scott Dow,,,spoof,zombie,,0
The Curse of Downers Grove,2000000,309919,89.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Myriad Pictures,AliBella Pictures,Bystander Films,5,83,8,21,Bella Heathcote,Lucas Till,Helen Slater,Penelope Mitchell,Mark L. Young,Eyde Belasco,Pinar Toprak,Derick Martini,Oren Segal,Bret Easton Ellis,self-defense,car mechanic,graduation,0
Shark Lake,2000000,299553,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Parkside Pictures,FLF Films,Bottom Line Entertainment,9,91,10,2,Dolph Lundgren,James Chalke,Sara Malakul Lane,Michael Aaron Milligan,Ibrahim Renno Jr.,Matthew Morgan,Nicholas Rivera,Jerry Dugan,Dolph Lundgren,,lake,shark attack,,0
Shark Lake,2000000,299553,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Parkside Pictures,FLF Films,Bottom Line Entertainment,9,91,10,2,Dolph Lundgren,James Chalke,Sara Malakul Lane,Michael Aaron Milligan,Ibrahim Renno Jr.,Matthew Morgan,Nicholas Rivera,Jerry Dugan,Dolph Lundgren,,lake,shark attack,,0
Buried,1987650,26388,94.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Versus Entertainment,The Safran Company,Dark Trick Films,12,47,9,24,Ryan Reynolds,José Luis García Pérez,Robert Paterson,Stephen Tobolowsky,Samantha Mathis,,Víctor Reyes,Rodrigo Cortés,Adrián Guerra,,isolation,coffin,race against time,1
Man on Wire,1900000,14048,94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Box Films,Discovery Films,BBC Storyville,10,59,7,25,Philippe Petit,Jean François Heckel,Jean-Louis Blondeau,Annie Allix,David Forman,,,James Marsh,Simon Chinn,,judge,juggler,passion,1
Nowhere Boy,1900000,33511,98.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lipsync Productions,Ecosse Films,UK Film Council,9,40,12,25,Aaron Taylor-Johnson,Anne-Marie Duff,Kristin Scott Thomas,David Threlfall,David Morrissey,Nina Gold,Alison Goldfrapp,Sam Taylor-Johnson,Kevin Loader,Matt Greenhalgh,musician,musical,biography,1
Northfork,1900000,32235,103.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Paramount Vantage,Romano Shane Productions,Departure Entertainment,1,49,1,1,James Woods,Nick Nolte,Claire Forlani,Daryl Hannah,Douglas Sebern,,,Michael Polish,,Michael Polish,,,,0
Submarine,1900000,49020,97.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Ffilm Cymru Wales,Warp (Submarine),Warp Films,12,40,3,18,Noah Taylor,Paddy Considine,Craig Roberts,Yasmin Paige,Steffan Rhodri,Karen Lindsay-Stewart,Andrew Hewitt,Richard Ayoade,Mary Burke,,beach,wales,friendship,1
The Square,1900000,15912,105.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Igloo Films,New South Wales Film & Television Office,Film Depot Pty. Ltd.,5,75,6,15,David Roberts,Claire van der Boom,Joel Edgerton,Hanna Mangan Lawrence,Anthony Hayes,,,Nash Edgerton,Louise Smith,,sex,fire,suspicion,0
Stranded,1900000,2191,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Seven Islands Film,Niggeman IndieFilms S.L.,Dolores Pictures S.L.,5,52,9,24,Vincent Gallo,Maria de Medeiros,Joaquim de Almeida,María Lidón,Danel Aser,,Javier Navarrete,María Lidón,Jose Magan,Juan Miguel Aguilera,mars,space marine,raumschiffabsturz,0
The Last Exorcism,1800000,38358,87.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Strike Entertainment,StudioCanal,Arcade Pictures,3,70,8,27,Ashley Bell,Patrick Fabian,Iris Bahr,Louis Herthum,Caleb Landry Jones,Lauren Bass,,Daniel Stamm,Marc Abraham,,exorcism,fraud,evil spirit,1
Beasts of the Southern Wild,1800000,84175,93.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cinereach,Court 13 Pictures,Journeyman Pictures,6,88,6,29,Quvenzhané Wallis,Dwight Henry,Levy Easterly,Gina Montana,Lowell Landes,,Dan Romer,Benh Zeitlin,Michael Gottwald,Benh Zeitlin,refugee camp,hurricane,fantasy,1
Songcatcher,1800000,62677,109.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Rigas Entertainment,ErgoArts,,4,90,3,1,Janet McTeer,Michael Davis,Michael Goodwin,Gregory Russell Cook,Jane Adams,Vivian Hasbrouk,David Mansfield,Maggie Greenwald,Richard Miller,,musical,independent film,woman director,1
Higher Ground,1800000,50875,109.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,60,8,26,Vera Farmiga,Donna Murphy,Dagmara Domińczyk,John Hawkes,Joshua Leonard,,,Vera Farmiga,,,baby,wife husband relationship,christian,0
Travellers and Magicians,1800000,37232,108.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prayer Flag Pictures,,,8,93,9,9,Tshewang Dendup,Sonam Lhamo,Lhakpa Dorji,Deki Yangzom,Sonam Kinga,,,Khyentse Norbu,Malcolm Watson,,illusion,independent film,bhutan,0
Deadline,1800000,25073,89.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Films In Motion,Enso Entertainment,KRU Studios,3,26,1,1,Brittany Murphy,Thora Birch,Tammy Blanchard,Marc Blucas,Claudia Troll,Cathy Henderson,,Sean McConville,Sean McConville,,mental breakdown,independent film,writer,0
Sublime,1800000,9783,113.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Raw Feed,,,1,58,6,15,Tom Cavanagh,Jeffrey Anderson-Gunter,Cas Anvar,Paget Brewster,Jordi Caballero,,,Tony Krantz,Tony Krantz,,nurse,psychology,suspense,0
Dysfunctional Friends,1800000,98557,101.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,8,48,2,3,Stacey Dash,Reagan Gomez-Preston,Wesley Jonathan,Persia White,Jason Weaver,Phaedra Harris,,Corey Grant,Greg Carter,,,,,0
May,1750000,10894,93.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,A Loopy Production LLC,2 Loop Films,,8,24,1,13,Angela Bettis,Jeremy Sisto,Anna Faris,James Duval,Nichole Hiltz,,Jaye Barnes Luckett,Lucky McKee,Marius Balchunas,Lucky McKee,difficult childhood,psychoterror,murder,0
I Spit on Your Grave,1750000,43947,108.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Anchor Bay Films,CineTel Films,,3,41,6,17,Sarah Butler,Daniel Franzese,Chad Lindberg,Jeff Branson,Rodney Eastman,Danny Roth,Corey A. Jackson,Steven R. Monroe,Paul Hertzberg,Adam Rockoff,rape,fondling,revenge,0
In the Bedroom,1700000,1999,130.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Miramax,GreeneStreet/SKE Films,Ivanhoe Pictures,13,77,11,23,Tom Wilkinson,Sissy Spacek,Nick Stahl,Marisa Tomei,William Mapother,Belinda Monte,Thomas Newman,Todd Field,Todd Field,Todd Field,age difference,fishing,arbitrary law,1
Grace Unplugged,1700000,206284,102.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Coram Deo Studios,Birchwood Pictures,,12,40,10,4,AJ Michalka,James Denton,Kevin Pollak,Shawnee Smith,Michael Welch,,,Brad J. Silverman,,,christian,,,1
My Summer of Love,1700000,9709,86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Apocalypso Pictures,The Film Consortium,BBC Films,8,33,6,17,Natalie Press,Emily Blunt,Paddy Considine,Dean Andrews,Michelle Byrne,Buffy Hall,Alison Goldfrapp,Paweł Pawlikowski,David M. Thompson,Paweł Pawlikowski,england,brother sister relationship,becoming an adult,1
Yes,1700000,25312,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,UK Film Council,Adventure Pictures,Studio Fierberg,1,66,8,5,Joan Allen,Simon Abkarian,Sam Neill,Shirley Henderson,Stephanie Leonidas,,,Sally Potter,,,woman director,,,0
Bubble,1600000,14788,74.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Magnolia Pictures,Extension 765,,1,24,9,3,Debbie Doebereiner,Omar Cowan,Dustin James Ashley,Phyllis Workman,Laurie L. Wee,,,Steven Soderbergh,,,murder,independent film,doll factory,0
Bubble,1600000,14788,74.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Magnolia Pictures,Extension 765,,1,24,9,3,Debbie Doebereiner,Omar Cowan,Dustin James Ashley,Phyllis Workman,Laurie L. Wee,,,Steven Soderbergh,,,murder,independent film,doll factory,0
I Love Your Work,1600000,25428,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,62,10,5,Giovanni Ribisi,Christina Ricci,Marisa Coughlan,Judy Greer,Shalom Harlow,,,Adam Goldberg,,,,,,0
Insidious,1500000,49018,103.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Stage 6 Films,Alliance Films,IM Global,6,39,9,13,Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye,Barbara Hershey,Anne McCarthy,Joseph Bishara,James Wan,Jason Blumenthal,,medium,evil spirit,house warming,1
Cabin Fever,1500000,11547,93.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lions Gate Films,Tonic Films,Down Home Entertainment,4,31,8,15,Rider Strong,Jordan Ladd,James DeBello,Cerina Vincent,Joey Kern,Joe Adams,Angelo Badalamenti,Eli Roth,Evan Astrowsky,Eli Roth,sex,lake,nudity,1
Waitress,1500000,10758,108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Night and Day Pictures,,,8,30,5,25,Keri Russell,Nathan Fillion,Andy Griffith,Cheryl Hines,Eddie Jemison,Meg Morman,Andrew Hollander,Adrienne Shelly,Michael Roiff,,waitress,unwillingly pregnant,woman director,1
The Squid and the Whale,1500000,10707,81.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sony Pictures,Destination Films,Samuel Goldwyn Films,3,35,10,5,Jeff Daniels,Laura Linney,Jesse Eisenberg,Owen Kline,William Baldwin,Douglas Aibel,Britta Phillips,Noah Baumbach,Charles Corwin,Noah Baumbach,childhood memory,uniform,independent film,1
Kissing Jessica Stein,1500000,15647,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Alden Productions,Fox Searchlight Pictures,Brad Zions Films,11,41,3,13,Jennifer Westfeldt,Tovah Feldshuh,Esther Wurmfeld,Hillel Friedman,Jon Hamm,Susie Farris,Marcelo Zarvos,Charles Herman-Wurmfeld,Eden Wurmfeld,,jew,based on play or musical,independent film,1
The To Do List,1500000,129139,104.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3 Arts Entertainment,The Mark Gordon Company,CBS Films,10,27,7,24,Aubrey Plaza,Johnny Simmons,Bill Hader,Alia Shawkat,Sarah Steele,,,Maggie Carey,Greg Walter,Maggie Carey,sex,sexuality,irony,1
The Gatekeepers,1500000,127918,101.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Les Films du Poisson,Cinephil,NDR,1,44,7,9,Ami Ayalon,Avraham Shalom,Yaakov Peri,Carmi Gillon,Avi Dichter,,,Dror Moreh,Estelle Fialon,,israel,army,intelligence agency,1
The Lords of Salem,1500000,104755,101.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,IM Global,Alliance Films,Blumhouse Productions,7,13,9,10,Sheri Moon Zombie,Bruce Davison,Jeff Daniel Phillips,Judy Geeson,Meg Foster,Monika Mikkelsen,John 5,Rob Zombie,Rob Zombie,,witch,coven,salem massachusetts,1
31,1500000,284564,102.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Spectacle Entertainment Group,Windy Hill Pictures,Protagonist Pictures,3,38,9,15,Sheri Moon Zombie,Meg Foster,Malcolm McDowell,Ginger Lynn Allen,Daniel Roebuck,Nicole Arbusto,,Rob Zombie,Rob Zombie,,clown,carnival,sadism,0
The Ballad of Jack and Rose,1500000,17113,111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jack and Rose Productions,IFC Productions,Initial Entertainment Group (IEG),14,69,3,25,Daniel Day-Lewis,Camilla Belle,Catherine Keener,Ryan McDonald,Paul Dano,,Michael Rohatyn,Rebecca Miller,Lemore Syvan,,female nudity,runaway,commune,0
The Believer,1500000,4012,98.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seven Arts Pictures,Fuller Films,,11,62,10,10,Ryan Gosling,Summer Phoenix,Theresa Russell,Billy Zane,Joshua Harto,Adrienne Stern,Joel Diamond,Henry Bean,Susan Hoffman,Henry Bean,bomb,jewry,world war ii,1
Snow Angels,1500000,14054,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Crossroads Films,,,6,68,3,7,Kate Beckinsale,Sam Rockwell,Michael Angarano,Olivia Thirlby,Amy Sedaris,,,David Gordon Green,,David Gordon Green,suicide,depression,small town,0
Session 9,1500000,10972,100.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,USA Films,Scout Productions,October Films,4,25,8,10,Peter Mullan,David Caruso,Stephen Gevedon,Josh Lucas,Brendan Sexton III,Sheila Jaffe,Climax Golden Twins,Brad Anderson,David Collins,Brad Anderson,schizophrenia,lunatic asylum,psychology,1
Amigo,1500000,72913,128.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Anarchist's Convention Films,,,1,80,7,14,Chris Cooper,DJ Qualls,Garret Dillahunt,Yul Vazquez,Lucas Neff,,,John Sayles,,,ambush,rebel,rain,0
Hatchet,1500000,11908,83.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ArieScope Pictures,,,5,29,4,27,Joel David Moore,Tamara Feldman,Deon Richmond,Kane Hodder,Mercedes McNab,Shannon Makhanian,Andy Garfield,Adam Green,Scott Altomare,Adam Green,new orleans,alligator,male friendship,0
The Disappearance of Alice Creed,1500000,38542,100.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CinemaNX,Isle of Man Film,,4,28,9,12,Gemma Arterton,Martin Compston,Eddie Marsan,,,Lucy Bevan,Marc Canham,J Blakeson,Adrian Sturges,,sex,bondage,ransom,1
Stolen Summer,1500000,39541,91.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,9,161,3,22,Aidan Quinn,Bonnie Hunt,Kevin Pollak,Eddie Kaye Thomas,Lisa Dodson,Amanda Koblin,Danny Lux,Pete Jones,Ben Affleck,,,,,0
Road Hard,1500000,291362,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sontalia,,,1,76,3,6,Adam Carolla,Diane Farr,Larry Miller,Mindy Robinson,David Koechner,,Andrew Johnson,Adam Carolla,Nate Adams,,road trip,stand-up comedy,romantic comedy,0
Forty Shades of Blue,1500000,30082,108.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Tiny Dancer Films,Charlie Guidance,Flux Films,1,24,12,7,Dina Korzun,Rip Torn,Darren E. Burrows,Andrew Henderson,Elizabeth Morton,Avy Kaufman,,Ira Sachs,Donald Rosenfeld,,independent film,,,0
Trucker,1500000,29406,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hart-Lunsford Pictures,Hanson Allen Films,,8,69,4,24,Michelle Monaghan,Nathan Fillion,Joey Lauren Adams,Jimmy Bennett,Mika Boorem,,Mychael Danna,James Mottern,Galt Niederhoffer,,california,sex,bar,0
Pontypool,1500000,23963,96.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Ponty Up Pictures,Shadow Shows,,4,65,3,6,Stephen McHattie,Lisa Houle,Georgina Reilly,Hrant Alianak,Rick Roberts,,Claude Foisy,Bruce McDonald,Jeffrey Coghlan,,disc jockey,radio station,winter,0
Wal-Mart: The High Cost of Low Price,1500000,29595,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brave New Films,,,1,62,11,4,Lee Scott,Don Hunter,Jon Hunter,Jeremy Hunter,Matt Hunter,,John Frizzell,Robert Greenwald,Robert Greenwald,,usa,capitalism,department store,0
Closer to the Moon,1500000,137347,112.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agresywna Banda,Denis Friedman Productions,Mandragora Movies,1,34,3,7,Vera Farmiga,Mark Strong,Harry Lloyd,Anton Lesser,Joe Armstrong,,,Nae Caranfil,Michael Fitzgerald,,bank robbery,,,0
Fetching Cody,1500000,46729,87.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Cheap and Dirty Productions Inc.,,,7,37,10,1,Jay Baruchel,Sarah Lind,Jim Byrnes,Neil Denis,Chilton Crane,,,David Ray,,,independent film,,,0
Mutant World,1500000,290370,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nomadic Pictures,,,1,46,9,27,Kim Coates,Holly Deveaux,Ashanti,Amber Marshall,Jason Cermak,,,David Winning,Michael Frislev,,winter,mutant,post-apocalyptic,0
Incident at Loch Ness,1400000,48463,94.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,95,12,17,Werner Herzog,Kitana Baker,Gabriel Beistain,Russell Williams II,David A. Davidson,,,Zak Penn,,,,,,0
Eddie: The Sleepwalking Cannibal,1400000,100275,79.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Make A Move,Det Danske Filminstitut,Fridthjof Film,5,11,4,22,Thure Lindhardt,Dylan Smith,Georgina Reilly,Alain Goulem,Stephen McHattie,Sara Kay,,Boris Rodriguez,Michael Dobbin,Boris Rodriguez,cannibal,sleepwalking,art teacher,0
My Girlfriend's Boyfriend,1400000,46198,84.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiftyfilms,,,12,69,4,22,Alyssa Milano,Christopher Gorham,Michael Landes,Tom Lenk,Carol Kane,,,Daryn Tufts,,,based on novel,commercial,brother sister relationship,0
The Girlfriend Experience,1300000,17680,77.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Magnolia Pictures,2929 Productions,Extension 765,6,65,5,22,Sasha Grey,Chris Santos,Philip Eytan,Peter Zizzo,Ron Stein,Carmen Cuba,Ross Godfrey,Steven Soderbergh,Gregory Jacobs,Brian Koppelman,prostitute,infidelity,economy,0
The Hebrew Hammer,1300000,19187,85.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy Central Films,ContentFilm,,1,14,1,1,Adam Goldberg,Judy Greer,Andy Dick,Mario Van Peebles,Peter Coyote,,,Jonathan Kesselman,,,independent film,,,0
The Possession of Michael King,1300000,272692,83.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Quickfire Films,Gold Circle Films,,11,121,8,22,Shane Johnson,Dale Dickey,Julie McNiven,Tomas Arana,Ella Anderson,,,David Jung,,David Jung,,,,1
Forget Me Not,1300000,27588,103.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Capstone Entertainment Group,Vindicated Pictures,,1,63,10,22,Carly Schroeder,Cody Linley,Brie Gabrielle,Chloe Bridges,Micah Alberti,,,Tyler Oliver,,,independent film,,,0
Dear White People,1250000,114750,108.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Homegrown Pictures,Duly Noted,Code Red,11,48,10,17,Tessa Thompson,Tyler James Williams,Kyle Gallner,Teyonah Parris,Brandon P. Bell,Kim Coleman,,Justin Simien,Justin Simien,,,,,1
Filly Brown,1250000,84197,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,72,4,19,Resmine Atis,Baby Bash,David Bianchi,Jorge Diaz,Chingo Bling,,,Youssef Delara,,,,,,1
Da Sweet Blood of Jesus,1250000,278316,123.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40 Acres & A Mule Filmworks,,,1,44,6,22,Stephen Tyrone Williams,Zaraah Abrahams,Rami Malek,Elvis Nolasco,Thomas Jefferson Byrd,Kim Coleman,Bruce Hornsby,Spike Lee,Spike Lee,Spike Lee,,,,0
Saw,1200000,176,103.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Twisted Pictures,Evolution Entertainment,Saw Productions Inc.,6,43,10,1,Leigh Whannell,Cary Elwes,Danny Glover,Ken Leung,Dina Meyer,Amy Lippens,Charlie Clouser,James Wan,Mark Burg,,shotgun,based on short film,sadist,1
Super Troopers,1200000,39939,100.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fox Searchlight Pictures,Broken Lizard Industries,Jersey Shore,3,44,1,18,Jay Chandrasekhar,Steve Lemme,Kevin Heffernan,Paul Soter,Brian Cox,Jennifer McNamara,,Jay Chandrasekhar,Richard Perello,,alcohol,radio,police chief,1
Blue Like Jazz,1200000,98369,106.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ruckus Films,,,3,24,4,13,Marshall Allman,Claire Holt,Tania Raymonde,Justin Welborn,Eric Lange,,,Steve Taylor,,Donald Miller,book store,,,0
